Account Number,Account Description,Store,StoreID,Cost Centre,Cost Centre Name,FacilityID,Cluster,ClusterID,Department,DepartmentID,Store Facility,Store Facility ID,Reason Code,Reason Description
4-87900-H01-401-0637-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Medical,62,San Fernando General Hospital,1,SFGH MED DEPT-S,SFGH Med Dept- Stationery      
4-87900-H01-105-1105-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Medical Extension,63,San Fernando General Hospital,1,SFGH MED EX1-S ,SFGH Med Ext1- Stationery      
4-87900-H01-105-1104-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Medical Extension 2,64,San Fernando General Hospital,1,SFGH MED EX2-S ,SFGH Med Ext 2- Stationery     
4-87900-H01-105-1106-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Medical Extension 3,65,San Fernando General Hospital,1,SFGH MED EX3-S ,SFGH Med Ext3 - Stationery     
4-87900-H01-205-0301-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Medical Records,66,San Fernando General Hospital,1,,
4-87900-H01-401-0638-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Medical Records,66,San Fernando General Hospital,1,,
4-87900-H01-212-0676-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Mortuary,69,San Fernando General Hospital,1,SFGH MORTUAR-S ,SFGH Mortuary- Stationery      
4-87900-H01-105-2108-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Neurology,70,San Fernando General Hospital,1,SFGH NEUROL-S  ,SFGH Neurology -Stationery     
4-87900-H01-107-2155-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Neurosurgery,72,San Fernando General Hospital,1,SFGH NEUROSU-S ,SFGH Neurosurgery- Stationery  
4-87900-H01-102-1028-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Nursery/Neonatology,73,San Fernando General Hospital,1,,
4-87900-H01-401-0639-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Nursing,74,San Fernando General Hospital,1,,
4-87900-H01-107-2156-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ophthalmology,78,San Fernando General Hospital,1,SFGH OPHTHAL-S ,SFGH Ophthalmology- Stationery 
4-87900-H01-107-2157-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Orthopaedic,79,San Fernando General Hospital,1,,
4-87900-H01-102-2026-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Clinic,80,San Fernando General Hospital,1,SFGH PAED CL-S ,SFGH Paed Clinic- Stationery   
4-87900-H01-102-1027-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Medical,81,San Fernando General Hospital,1,SFGH PAED MED-S,SFGH Paed Medical- Stationery  
4-87900-H01-102-1026-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Surgical ,83,San Fernando General Hospital,1,SFGH PAED SUR-S,SFGH Paed Surgery- Stationery  
4-87900-H01-206-0326-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Pharmacy,86,San Fernando General Hospital,1,,
4-87900-H01-401-0643-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Photography,88,San Fernando General Hospital,1,SFGH PHOTOGR-S ,SFGH Photography- Stationery   
4-87900-H01-105-2110-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Physical Medicine,89,San Fernando General Hospital,1,SFGH PHY MED-S ,SFGH Physical Med-Stationery   
4-87900-H01-207-0351-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Physiotherapy,90,San Fernando General Hospital,1,SFGH PHYSIO-S  ,SFGH Physiotherapy-Stationery  
4-87900-H01-211-0626-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Pssu General (Consolidated),93,San Fernando General Hospital,1,,
4-87900-H01-106-2127-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Psychiatric Opc,94,San Fernando General Hospital,1,,
4-87900-H01-401-0645-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Quality,96,San Fernando General Hospital,1,,
4-87900-H01-208-0376-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Radiology,98,San Fernando General Hospital,1,SFGH RADIOLO-S ,SFGH Radiology- Stationery     
4-87900-H01-105-2111-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Renal,99,San Fernando General Hospital,1,,
4-87900-H01-401-0650-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Sewing Room,101,San Fernando General Hospital,1,,
4-87900-H01-209-0401-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Social Services,103,San Fernando General Hospital,1,SFGH SOC SRV-S ,SFGH Social Serv.- Stationery  
4-87900-H01-105-2112-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Speech Therapy,104,San Fernando General Hospital,1,SFGH SPEECH-S  ,SFGH Speech Therapy-Stationery 
4-87900-H01-101-2005-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Staff Clinic,105,San Fernando General Hospital,1,SFGH STAFF CL-S,SFGH Staff Clinic-Stationery   
4-87900-H01-304-0526-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Stores/Warehousing,106,San Fernando General Hospital,1,SFGH W/HOUSE-S ,SFGH W/Housing- Stationery     
4-87900-H01-210-0426-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Theatre,108,San Fernando General Hospital,1,,
4-87900-H01-305-0551-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Transport,109,San Fernando General Hospital,1,SFGH TRANSPO-S ,SFGH Transport- Stationery     
4-87900-H01-107-2158-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Urology Clinic/Urology Services,110,San Fernando General Hospital,1,SFGH URO CL-S  ,SFGH Urology Cl- Stationery    
4-87900-H01-107-1158-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Urology Ward/Theatre,111,San Fernando General Hospital,1,SFGH UR WD/T-M ,SFGH Urology Wd/Th- Medical    
4-87900-H01-106-1126-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 1 Psychology,112,San Fernando General Hospital,1,SFGH W1 PSYC-S ,SFGH W1 Psychology- Stationery 
4-87900-H01-105-1103-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 10 B Gastro,113,San Fernando General Hospital,1,,
4-87900-H01-107-1157-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 10A Female Orthopaedic,116,San Fernando General Hospital,1,SFGH W10AF O-S ,SFGH W10A Female Or-Stationery 
4-87900-H01-108-1176-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 13A Obstetrics,121,San Fernando General Hospital,1,,
4-87900-H01-108-1177-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 13B Obstetrics/Obstetrics Theatre,122,San Fernando General Hospital,1,,
4-87900-H01-108-1179-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 15 B Gynaecology,123,San Fernando General Hospital,1,SFGH W15B GY-S ,SFGH W15B Gynae- Stationery    
4-87900-H01-108-1178-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 15A Gynae Surgical/Gynae Theatre,124,San Fernando General Hospital,1,SFGH W15A GY-S ,SFGH W15A Gynae- Stationery    
4-87900-H01-105-1108-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 16 B Nephrology,125,San Fernando General Hospital,1,SFGH W16B NEP-S,SFGH W16B Nephrol.- Stationery 
4-87900-H01-105-1101-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 2 - HIV,126,San Fernando General Hospital,1,SFGH W2 HIV-S  ,SFGH W2 HIV- Stationery        
4-87900-H01-107-1151-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 3 Surgical,127,San Fernando General Hospital,1,,
4-87900-H01-107-1152-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 4 Orthopaedic,128,San Fernando General Hospital,1,SFGH W4 ORTH-S ,SFGH W4 Orth- Stationery       
4-87900-H01-107-1153-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 6 Neuro Surgery,129,San Fernando General Hospital,1,SFGH W6 NUROS-S,SFGH W6 Neuro Surg- Stationery 
4-87900-H01-107-1154-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 6 Surgical,130,San Fernando General Hospital,1,SFGH W6 SURG-S ,SFGH W6 Surgical- Stationery   
4-87900-H01-107-1155-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 7 General Surgery,131,San Fernando General Hospital,1,SFGH W7 G/SUR-S,SFGH W7 Gen Surg- Stationery   
4-87900-H01-107-1156-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 8 Eye & Ent/Eye Theatre,132,San Fernando General Hospital,1,SFGH W8 E&ET-S ,SFGH W8 Eye/ENT- Stationery    
4-87900-H01-105-1102-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Ward 9,133,San Fernando General Hospital,1,SFGH W9-S      ,SFGH W9-Stationery             
4-81000-H01-101-1001-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Observation Ward - A&E,76,San Fernando General Hospital,1,,
4-81000-H01-101-2001-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Accident & Emergency,1,San Fernando General Hospital,1,,
4-81000-H01-101-2003-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Filter Clinic,32,San Fernando General Hospital,1,,
4-81000-H01-101-2004-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,,
4-81000-H01-102-1026-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Surgical ,83,San Fernando General Hospital,1,SFGH PAED SUR-E,SFGH Paed Surgery- Engineering 
4-81000-H01-102-1027-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Medical,81,San Fernando General Hospital,1,SFGH PAED MED-E,SFGH Paed Medical- Engineering 
4-81000-H01-102-1028-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Nursery/Neonatology,73,San Fernando General Hospital,1,,
4-81000-H01-102-2026-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Clinic,80,San Fernando General Hospital,1,,
4-81000-H01-103-1052-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Intensive Care Unit,51,San Fernando General Hospital,1,,
4-81000-H01-103-1053-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,High Dependency Unit,46,San Fernando General Hospital,1,,
4-81000-H01-104-2076-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Dental Clinic,21,San Fernando General Hospital,1,SFGH DENTAL-E  ,SFGH Dental Clinic-Engineering 
4-81000-H01-105-1101-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Ward 2 - HIV,126,San Fernando General Hospital,1,SFGH W2 HIV-E  ,SFGH W2 HIV- Engineering       
4-81000-H01-105-1102-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Ward 9,133,San Fernando General Hospital,1,SFGH W9-E      ,SFGH W9- Engineering           
4-81000-H01-105-1103-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Ward 10 B Gastro,113,San Fernando General Hospital,1,,
4-81000-H01-105-1104-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Medical Extension 2,64,San Fernando General Hospital,1,SFGH MED EX2-E ,SFGH Med Ext 2- Engineering    
4-81000-H01-105-1105-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Medical Extension,63,San Fernando General Hospital,1,SFGH MED EX1-E ,SFGH Med Ext 1- Engineering    
4-81000-H01-105-1106-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Medical Extension 3,65,San Fernando General Hospital,1,SFGH MED EX3-E ,SFGH Med Ext 3- Engineering    
4-81000-H01-105-1108-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Ward 16 B Nephrology,125,San Fernando General Hospital,1,SFGH W16B NEP-E,SFGH Ward 16B - Engineering    
4-81000-H01-105-1110-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Cardiac Ward,8,San Fernando General Hospital,1,SFGH CARD WD-E ,SFGH Cardiac Wd- Engineering   
4-81000-H01-105-2101-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Cardiology Clinic,9,San Fernando General Hospital,1,SFGH CARD CL-E ,SFGH Cardiol. Cl- Engineering  
4-81000-H01-105-2102-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Chest Clinic,12,San Fernando General Hospital,1,SFGH CHEST CL-E,SFGH Chest Clinic- Engineering 
4-81000-H01-105-2103-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Chiropody,15,San Fernando General Hospital,1,SFGH CHIROPO-E ,SFGH Chiropody- Engineering    
4-81000-H01-105-2104-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Diabetic Clinic,23,San Fernando General Hospital,1,,
4-81000-H01-105-2105-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Endocrine,28,San Fernando General Hospital,1,,
4-81000-H01-105-2106-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Gastroenterology,36,San Fernando General Hospital,1,,
4-81000-H01-105-2108-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Neurology,70,San Fernando General Hospital,1,SFGH NEUROL-E  ,SFGH Neurology- Engineering    
4-81000-H01-105-2109-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Haemodialysis ,44,San Fernando General Hospital,1,,
4-81000-H01-105-2110-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Physical Medicine,89,San Fernando General Hospital,1,SFGH PHY MED-E ,SFGH Physical Med-Engineering  
4-81000-H01-105-2111-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Renal,99,San Fernando General Hospital,1,,
4-81000-H01-105-2112-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Speech Therapy,104,San Fernando General Hospital,1,,
4-81000-H01-105-2113-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,HIV Clinic,47,San Fernando General Hospital,1,SFGH HIV CL-E  ,SFGH HIV Clinic-Engineering    
4-81000-H01-105-2114-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Chemotherapy/Oncology Clinic,11,San Fernando General Hospital,1,,
4-81000-H01-106-1126-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Ward 1 Psychology,112,San Fernando General Hospital,1,SFGH W1 PSYC-E ,SFGH W1 PSYC- Engineering      
4-81000-H01-106-2127-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H01,San Fernando General Hospital,39,Victoria North,4,Psychiatric Opc,94,San Fernando General Hospital,1,SFGH PSYC OPC-E,SFGH Psych OPC- Engineering    
